           h_S      h_OH    h_OHan      h_NO      h_NH  h_OA     h_SBH
t          NaN       NaN       NaN       NaN       NaN   NaN       NaN
t748  0.219445  0.888889  0.111111  0.984794  0.903581   0.8  0.797312
t749  0.219445  0.888889  0.111111  0.984795  0.903537   0.8  0.797315
t750  0.219446  0.888889  0.111111  0.984797  0.903494   0.8  0.797317
t751  0.219447  0.888889  0.111111  0.984798  0.903451   0.8  0.797320
t752  0.219448  0.888889  0.111111  0.984800  0.903408   0.8  0.797323
t753  0.219449  0.888889  0.111111  0.984802  0.903366   0.8  0.797325
t754  0.219449  0.888889  0.111111  0.984803  0.903324   0.8  0.797328
t755  0.219450  0.888889  0.111111  0.984805  0.903282   0.8  0.797330
t756  0.219451  0.888889  0.111111  0.984806  0.903240   0.8  0.797333
t757  0.219451  0.888889  0.111111  0.984808  0.903198   0.8  0.797335
t758  0.219452  0.888889  0.111111  0.984809  0.903157   0.8  0.797337
t759  0.219453  0.888889  0.111111  0.984810  0.903116   0.8  0.797340
t760  0.219454  0.888889  0.111111  0.984812  0.903075   0.8  0.797342
t761  0.219454  0.888889  0.111111  0.984813  0.903035   0.8  0.797345
t762  0.219455  0.888889  0.111111  0.984815  0.902994   0.8  0.797347
t763  0.219456  0.888889  0.111111  0.984816  0.902954   0.8  0.797349
t764  0.219456  0.888889  0.111111  0.984818  0.902914   0.8  0.797352
t765  0.219457  0.888889  0.111111  0.984819  0.902875   0.8  0.797354
t766  0.219458  0.888889  0.111111  0.984820  0.902835   0.8  0.797356
t767  0.219458  0.888889  0.111111  0.984822  0.902796   0.8  0.797358
t768  0.219459  0.888889  0.111111  0.984823  0.902757   0.8  0.797361
t769  0.219460  0.888889  0.111111  0.984825  0.902718   0.8  0.797363
t770  0.219460  0.888889  0.111111  0.984826  0.902680   0.8  0.797365
t771  0.219461  0.888889  0.111111  0.984827  0.902642   0.8  0.797367
t772  0.219462  0.888889  0.111111  0.984829  0.902604   0.8  0.797369
t773  0.219462  0.888889  0.111111  0.984830  0.902566   0.8  0.797371
t774  0.219463  0.888889  0.111111  0.984831  0.902528   0.8  0.797373
t775  0.219464  0.888889  0.111111  0.984833  0.902491   0.8  0.797375
t776  0.219464  0.888889  0.111111  0.984834  0.902454   0.8  0.797378
t777  0.219465  0.888889  0.111111  0.984835  0.902417   0.8  0.797380
t778  0.219465  0.888889  0.111111  0.984837  0.902380   0.8  0.797382
t779  0.219466  0.888889  0.111111  0.984838  0.902343   0.8  0.797384
t780  0.219467  0.888889  0.111111  0.984839  0.902307   0.8  0.797386
t781  0.219467  0.888889  0.111111  0.984840  0.902271   0.8  0.797388
t782  0.219468  0.888889  0.111111  0.984842  0.902235   0.8  0.797390
t783  0.219468  0.888889  0.111111  0.984843  0.902199   0.8  0.797391
t784  0.219469  0.888889  0.111111  0.984844  0.902164   0.8  0.797393
t785  0.219469  0.888889  0.111111  0.984845  0.902129   0.8  0.797395
t786  0.219470  0.888889  0.111111  0.984847  0.902094   0.8  0.797397
t787  0.219471  0.888889  0.111111  0.984848  0.902059   0.8  0.797399
t788  0.219471  0.888889  0.111111  0.984849  0.902024   0.8  0.797401
t789  0.219472  0.888889  0.111111  0.984850  0.901990   0.8  0.797403
t790  0.219472  0.888889  0.111111  0.984851  0.901956   0.8  0.797404
t791  0.219473  0.888889  0.111111  0.984852  0.901922   0.8  0.797406
t792  0.219473  0.888889  0.111111  0.984854  0.901888   0.8  0.797408
t793  0.219474  0.888889  0.111111  0.984855  0.901854   0.8  0.797410
t794  0.219474  0.888889  0.111111  0.984856  0.901821   0.8  0.797412
t795  0.219475  0.888889  0.111111  0.984857  0.901788   0.8  0.797413
t796  0.219475  0.888889  0.111111  0.984858  0.901755   0.8  0.797415
t797  0.219476  0.888889  0.111111  0.984859  0.901722   0.8  0.797417
t798  0.219476  0.888889  0.111111  0.984861  0.901689   0.8  0.797418
t799  0.219477  0.888889  0.111111  0.984862  0.901657   0.8  0.797420
t800  0.219477  0.888889  0.111111  0.984863  0.901625   0.8  0.797422
