        H_grow  Han_grow    A_grow   decay_H   decay_A   Ammonia  hydro_org   hydro_N
t          NaN       NaN       NaN       NaN       NaN       NaN        NaN       NaN
t642  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t643  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t644  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t645  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t646  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t647  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t648  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t649  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t650  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t651  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t652  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t653  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t654  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t655  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t656  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t657  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t658  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t659  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t660  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t661  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t662  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t663  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t664  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t665  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t666  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t667  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t668  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t669  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t670  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t671  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t672  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t673  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t674  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t675  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t676  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t677  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t678  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t679  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t680  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t681  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t682  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t683  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t684  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t685  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t686  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t687  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t688  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t689  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t690  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t691  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t692  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t693  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t694  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t695  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t696  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t697  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t698  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t699  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t700  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t701  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t702  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t703  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t704  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t705  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t706  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t707  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t708  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t709  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t710  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t711  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t712  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t713  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t714  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t715  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t716  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t717  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t718  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t719  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t720  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t721  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t722  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t723  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t724  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t725  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t726  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t727  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t728  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t729  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t730  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t731  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t732  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t733  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t734  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t735  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t736  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t737  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t738  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t739  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t740  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t741  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t742  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t743  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t744  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t745  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t746  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t747  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t748  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t749  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t750  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t751  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t752  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t753  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t754  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t755  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t756  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t757  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t758  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t759  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t760  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t761  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t762  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t763  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t764  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t765  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t766  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t767  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t768  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t769  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t770  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t771  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t772  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t773  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t774  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t775  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t776  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t777  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t778  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t779  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t780  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t781  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t782  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t783  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t784  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t785  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t786  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t787  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t788  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t789  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t790  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t791  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t792  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t793  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t794  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t795  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t796  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t797  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t798  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t799  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
t800  0.001345  0.000132  0.000072  0.000862  0.000015  0.000339   0.001911  0.000250
