            h_S  h_OH  h_OHan      h_NO      h_NH  h_OA     h_SBH
t           NaN   NaN     NaN       NaN       NaN   NaN       NaN
t785   0.185935   0.0     1.0  0.936865  0.966345   0.0  0.978091
t786   0.185945   0.0     1.0  0.936838  0.966349   0.0  0.978093
t787   0.185954   0.0     1.0  0.936811  0.966353   0.0  0.978094
t788   0.185964   0.0     1.0  0.936784  0.966357   0.0  0.978096
t789   0.185974   0.0     1.0  0.936757  0.966362   0.0  0.978098
t790   0.185983   0.0     1.0  0.936730  0.966366   0.0  0.978100
t791   0.185993   0.0     1.0  0.936703  0.966370   0.0  0.978101
t792   0.186003   0.0     1.0  0.936676  0.966374   0.0  0.978103
t793   0.186013   0.0     1.0  0.936649  0.966378   0.0  0.978105
t794   0.186023   0.0     1.0  0.936622  0.966382   0.0  0.978107
t795   0.186033   0.0     1.0  0.936595  0.966386   0.0  0.978108
t796   0.186042   0.0     1.0  0.936568  0.966390   0.0  0.978110
t797   0.186052   0.0     1.0  0.936541  0.966394   0.0  0.978112
t798   0.186062   0.0     1.0  0.936514  0.966398   0.0  0.978114
t799   0.186072   0.0     1.0  0.936487  0.966402   0.0  0.978115
t800   0.186082   0.0     1.0  0.936460  0.966406   0.0  0.978117
t801   0.186092   0.0     1.0  0.936433  0.966410   0.0  0.978119
t802   0.186102   0.0     1.0  0.936406  0.966414   0.0  0.978121
t803   0.186112   0.0     1.0  0.936379  0.966418   0.0  0.978122
t804   0.186122   0.0     1.0  0.936352  0.966422   0.0  0.978124
t805   0.186132   0.0     1.0  0.936325  0.966426   0.0  0.978126
t806   0.186142   0.0     1.0  0.936298  0.966430   0.0  0.978128
t807   0.186152   0.0     1.0  0.936271  0.966434   0.0  0.978129
t808   0.186162   0.0     1.0  0.936244  0.966438   0.0  0.978131
t809   0.186173   0.0     1.0  0.936217  0.966442   0.0  0.978133
t810   0.186183   0.0     1.0  0.936190  0.966446   0.0  0.978134
t811   0.186193   0.0     1.0  0.936163  0.966449   0.0  0.978136
t812   0.186203   0.0     1.0  0.936136  0.966453   0.0  0.978138
t813   0.186213   0.0     1.0  0.936109  0.966457   0.0  0.978140
t814   0.186223   0.0     1.0  0.936082  0.966461   0.0  0.978141
t815   0.186234   0.0     1.0  0.936055  0.966465   0.0  0.978143
t816   0.186244   0.0     1.0  0.936028  0.966469   0.0  0.978145
t817   0.186254   0.0     1.0  0.936001  0.966473   0.0  0.978147
t818   0.186264   0.0     1.0  0.935974  0.966477   0.0  0.978148
t819   0.186274   0.0     1.0  0.935947  0.966481   0.0  0.978150
t820   0.186285   0.0     1.0  0.935920  0.966484   0.0  0.978152
t821   0.186295   0.0     1.0  0.935893  0.966488   0.0  0.978153
t822   0.186305   0.0     1.0  0.935866  0.966492   0.0  0.978155
t823   0.186315   0.0     1.0  0.935839  0.966496   0.0  0.978157
t824   0.186326   0.0     1.0  0.935812  0.966500   0.0  0.978159
t825   0.186336   0.0     1.0  0.935785  0.966504   0.0  0.978160
t826   0.186346   0.0     1.0  0.935758  0.966507   0.0  0.978162
t827   0.186357   0.0     1.0  0.935731  0.966511   0.0  0.978164
t828   0.186367   0.0     1.0  0.935704  0.966515   0.0  0.978165
t829   0.186377   0.0     1.0  0.935678  0.966519   0.0  0.978167
t830   0.186388   0.0     1.0  0.935651  0.966523   0.0  0.978169
t831   0.186398   0.0     1.0  0.935624  0.966526   0.0  0.978171
t832   0.186408   0.0     1.0  0.935597  0.966530   0.0  0.978172
t833   0.186419   0.0     1.0  0.935570  0.966534   0.0  0.978174
t834   0.186429   0.0     1.0  0.935543  0.966538   0.0  0.978176
t835   0.186440   0.0     1.0  0.935516  0.966541   0.0  0.978177
t836   0.186450   0.0     1.0  0.935489  0.966545   0.0  0.978179
t837   0.186460   0.0     1.0  0.935462  0.966549   0.0  0.978181
t838   0.186471   0.0     1.0  0.935435  0.966553   0.0  0.978182
t839   0.186481   0.0     1.0  0.935408  0.966556   0.0  0.978184
t840   0.186492   0.0     1.0  0.935381  0.966560   0.0  0.978186
t841   0.186502   0.0     1.0  0.935355  0.966564   0.0  0.978188
t842   0.186513   0.0     1.0  0.935328  0.966568   0.0  0.978189
t843   0.186523   0.0     1.0  0.935301  0.966571   0.0  0.978191
t844   0.186534   0.0     1.0  0.935274  0.966575   0.0  0.978193
t845   0.186544   0.0     1.0  0.935247  0.966579   0.0  0.978194
t846   0.186555   0.0     1.0  0.935220  0.966582   0.0  0.978196
t847   0.186565   0.0     1.0  0.935193  0.966586   0.0  0.978198
t848   0.186576   0.0     1.0  0.935166  0.966590   0.0  0.978199
t849   0.186586   0.0     1.0  0.935139  0.966593   0.0  0.978201
t850   0.186597   0.0     1.0  0.935113  0.966597   0.0  0.978203
t851   0.186607   0.0     1.0  0.935086  0.966601   0.0  0.978204
t852   0.186618   0.0     1.0  0.935059  0.966604   0.0  0.978206
t853   0.186628   0.0     1.0  0.935032  0.966608   0.0  0.978208
t854   0.186639   0.0     1.0  0.935005  0.966611   0.0  0.978210
t855   0.186649   0.0     1.0  0.934978  0.966615   0.0  0.978211
t856   0.186660   0.0     1.0  0.934951  0.966619   0.0  0.978213
t857   0.186670   0.0     1.0  0.934924  0.966622   0.0  0.978215
t858   0.186681   0.0     1.0  0.934898  0.966626   0.0  0.978216
t859   0.186691   0.0     1.0  0.934871  0.966630   0.0  0.978218
t860   0.186702   0.0     1.0  0.934844  0.966633   0.0  0.978220
t861   0.186712   0.0     1.0  0.934817  0.966637   0.0  0.978221
t862   0.186723   0.0     1.0  0.934790  0.966640   0.0  0.978223
t863   0.186733   0.0     1.0  0.934763  0.966644   0.0  0.978225
t864   0.186744   0.0     1.0  0.934737  0.966647   0.0  0.978226
t865   0.186755   0.0     1.0  0.934710  0.966651   0.0  0.978228
t866   0.186765   0.0     1.0  0.934683  0.966655   0.0  0.978230
t867   0.186776   0.0     1.0  0.934656  0.966658   0.0  0.978231
t868   0.186786   0.0     1.0  0.934629  0.966662   0.0  0.978233
t869   0.186797   0.0     1.0  0.934602  0.966665   0.0  0.978235
t870   0.186808   0.0     1.0  0.934576  0.966669   0.0  0.978236
t871   0.186818   0.0     1.0  0.934549  0.966672   0.0  0.978238
t872   0.186829   0.0     1.0  0.934522  0.966676   0.0  0.978240
t873   0.186839   0.0     1.0  0.934495  0.966679   0.0  0.978241
t874   0.186850   0.0     1.0  0.934468  0.966683   0.0  0.978243
t875   0.186861   0.0     1.0  0.934442  0.966686   0.0  0.978245
t876   0.186871   0.0     1.0  0.934415  0.966690   0.0  0.978246
t877   0.186882   0.0     1.0  0.934388  0.966693   0.0  0.978248
t878   0.186892   0.0     1.0  0.934361  0.966697   0.0  0.978250
t879   0.186903   0.0     1.0  0.934334  0.966700   0.0  0.978251
t880   0.186914   0.0     1.0  0.934308  0.966704   0.0  0.978253
t881   0.186924   0.0     1.0  0.934281  0.966707   0.0  0.978255
t882   0.186935   0.0     1.0  0.934254  0.966711   0.0  0.978256
t883   0.186945   0.0     1.0  0.934227  0.966714   0.0  0.978258
t884   0.186956   0.0     1.0  0.934200  0.966717   0.0  0.978260
t885   0.186967   0.0     1.0  0.934174  0.966721   0.0  0.978261
t886   0.186977   0.0     1.0  0.934147  0.966724   0.0  0.978263
t887   0.186988   0.0     1.0  0.934120  0.966728   0.0  0.978265
t888   0.186999   0.0     1.0  0.934093  0.966731   0.0  0.978266
t889   0.187009   0.0     1.0  0.934067  0.966735   0.0  0.978268
t890   0.187020   0.0     1.0  0.934040  0.966738   0.0  0.978269
t891   0.187030   0.0     1.0  0.934013  0.966741   0.0  0.978271
t892   0.187041   0.0     1.0  0.933986  0.966745   0.0  0.978273
t893   0.187052   0.0     1.0  0.933960  0.966748   0.0  0.978274
t894   0.187062   0.0     1.0  0.933933  0.966752   0.0  0.978276
t895   0.187073   0.0     1.0  0.933906  0.966755   0.0  0.978278
t896   0.187084   0.0     1.0  0.933879  0.966758   0.0  0.978279
t897   0.187094   0.0     1.0  0.933853  0.966762   0.0  0.978281
t898   0.187105   0.0     1.0  0.933826  0.966765   0.0  0.978283
t899   0.187115   0.0     1.0  0.933799  0.966769   0.0  0.978284
t900   0.187126   0.0     1.0  0.933772  0.966772   0.0  0.978286
t901   0.187137   0.0     1.0  0.933746  0.966775   0.0  0.978288
t902   0.187147   0.0     1.0  0.933719  0.966779   0.0  0.978289
t903   0.187158   0.0     1.0  0.933692  0.966782   0.0  0.978291
t904   0.187169   0.0     1.0  0.933665  0.966785   0.0  0.978292
t905   0.187179   0.0     1.0  0.933639  0.966789   0.0  0.978294
t906   0.187190   0.0     1.0  0.933612  0.966792   0.0  0.978296
t907   0.187200   0.0     1.0  0.933585  0.966795   0.0  0.978297
t908   0.187211   0.0     1.0  0.933559  0.966799   0.0  0.978299
t909   0.187222   0.0     1.0  0.933532  0.966802   0.0  0.978301
t910   0.187232   0.0     1.0  0.933505  0.966805   0.0  0.978302
t911   0.187243   0.0     1.0  0.933479  0.966808   0.0  0.978304
t912   0.187254   0.0     1.0  0.933452  0.966812   0.0  0.978305
t913   0.187264   0.0     1.0  0.933425  0.966815   0.0  0.978307
t914   0.187275   0.0     1.0  0.933398  0.966818   0.0  0.978309
t915   0.187285   0.0     1.0  0.933372  0.966822   0.0  0.978310
t916   0.187296   0.0     1.0  0.933345  0.966825   0.0  0.978312
t917   0.187307   0.0     1.0  0.933318  0.966828   0.0  0.978314
t918   0.187317   0.0     1.0  0.933292  0.966831   0.0  0.978315
t919   0.187328   0.0     1.0  0.933265  0.966835   0.0  0.978317
t920   0.187339   0.0     1.0  0.933238  0.966838   0.0  0.978318
t921   0.187349   0.0     1.0  0.933212  0.966841   0.0  0.978320
t922   0.187360   0.0     1.0  0.933185  0.966844   0.0  0.978322
t923   0.187370   0.0     1.0  0.933158  0.966848   0.0  0.978323
t924   0.187381   0.0     1.0  0.933132  0.966851   0.0  0.978325
t925   0.187392   0.0     1.0  0.933105  0.966854   0.0  0.978327
t926   0.187402   0.0     1.0  0.933078  0.966857   0.0  0.978328
t927   0.187413   0.0     1.0  0.933052  0.966861   0.0  0.978330
t928   0.187424   0.0     1.0  0.933025  0.966864   0.0  0.978331
t929   0.187434   0.0     1.0  0.932999  0.966867   0.0  0.978333
t930   0.187445   0.0     1.0  0.932972  0.966870   0.0  0.978335
t931   0.187455   0.0     1.0  0.932945  0.966873   0.0  0.978336
t932   0.187466   0.0     1.0  0.932919  0.966877   0.0  0.978338
t933   0.187477   0.0     1.0  0.932892  0.966880   0.0  0.978339
t934   0.187487   0.0     1.0  0.932865  0.966883   0.0  0.978341
t935   0.187498   0.0     1.0  0.932839  0.966886   0.0  0.978343
t936   0.187508   0.0     1.0  0.932812  0.966889   0.0  0.978344
t937   0.187519   0.0     1.0  0.932786  0.966892   0.0  0.978346
t938   0.187530   0.0     1.0  0.932759  0.966896   0.0  0.978347
t939   0.187540   0.0     1.0  0.932732  0.966899   0.0  0.978349
t940   0.187551   0.0     1.0  0.932706  0.966902   0.0  0.978351
t941   0.187561   0.0     1.0  0.932679  0.966905   0.0  0.978352
t942   0.187572   0.0     1.0  0.932653  0.966908   0.0  0.978354
t943   0.187582   0.0     1.0  0.932626  0.966911   0.0  0.978355
t944   0.187593   0.0     1.0  0.932599  0.966914   0.0  0.978357
t945   0.187604   0.0     1.0  0.932573  0.966918   0.0  0.978359
t946   0.187614   0.0     1.0  0.932546  0.966921   0.0  0.978360
t947   0.187625   0.0     1.0  0.932520  0.966924   0.0  0.978362
t948   0.187635   0.0     1.0  0.932493  0.966927   0.0  0.978363
t949   0.187646   0.0     1.0  0.932467  0.966930   0.0  0.978365
t950   0.187656   0.0     1.0  0.932440  0.966933   0.0  0.978367
t951   0.187667   0.0     1.0  0.932413  0.966936   0.0  0.978368
t952   0.187678   0.0     1.0  0.932387  0.966939   0.0  0.978370
t953   0.187688   0.0     1.0  0.932360  0.966942   0.0  0.978371
t954   0.187699   0.0     1.0  0.932334  0.966945   0.0  0.978373
t955   0.187709   0.0     1.0  0.932307  0.966948   0.0  0.978374
t956   0.187720   0.0     1.0  0.932281  0.966952   0.0  0.978376
t957   0.187730   0.0     1.0  0.932254  0.966955   0.0  0.978378
t958   0.187741   0.0     1.0  0.932228  0.966958   0.0  0.978379
t959   0.187751   0.0     1.0  0.932201  0.966961   0.0  0.978381
t960   0.187762   0.0     1.0  0.932175  0.966964   0.0  0.978382
t961   0.187773   0.0     1.0  0.932148  0.966967   0.0  0.978384
t962   0.187783   0.0     1.0  0.932122  0.966970   0.0  0.978385
t963   0.187794   0.0     1.0  0.932095  0.966973   0.0  0.978387
t964   0.187804   0.0     1.0  0.932069  0.966976   0.0  0.978389
t965   0.187815   0.0     1.0  0.932042  0.966979   0.0  0.978390
t966   0.187825   0.0     1.0  0.932016  0.966982   0.0  0.978392
t967   0.187836   0.0     1.0  0.931989  0.966985   0.0  0.978393
t968   0.187846   0.0     1.0  0.931963  0.966988   0.0  0.978395
t969   0.187857   0.0     1.0  0.931936  0.966991   0.0  0.978396
t970   0.187867   0.0     1.0  0.931910  0.966994   0.0  0.978398
t971   0.187878   0.0     1.0  0.931883  0.966997   0.0  0.978400
t972   0.187888   0.0     1.0  0.931857  0.967000   0.0  0.978401
t973   0.187899   0.0     1.0  0.931830  0.967003   0.0  0.978403
t974   0.187909   0.0     1.0  0.931804  0.967006   0.0  0.978404
t975   0.187920   0.0     1.0  0.931777  0.967009   0.0  0.978406
t976   0.187930   0.0     1.0  0.931751  0.967012   0.0  0.978407
t977   0.187941   0.0     1.0  0.931724  0.967015   0.0  0.978409
t978   0.187951   0.0     1.0  0.931698  0.967018   0.0  0.978411
t979   0.187962   0.0     1.0  0.931671  0.967021   0.0  0.978412
t980   0.187972   0.0     1.0  0.931645  0.967024   0.0  0.978414
t981   0.187983   0.0     1.0  0.931619  0.967027   0.0  0.978415
t982   0.187993   0.0     1.0  0.931592  0.967030   0.0  0.978417
t983   0.188004   0.0     1.0  0.931566  0.967033   0.0  0.978418
t984   0.188014   0.0     1.0  0.931539  0.967036   0.0  0.978420
t985   0.188025   0.0     1.0  0.931513  0.967039   0.0  0.978421
t986   0.188035   0.0     1.0  0.931486  0.967042   0.0  0.978423
t987   0.188046   0.0     1.0  0.931460  0.967044   0.0  0.978425
t988   0.188056   0.0     1.0  0.931434  0.967047   0.0  0.978426
t989   0.188066   0.0     1.0  0.931407  0.967050   0.0  0.978428
t990   0.188077   0.0     1.0  0.931381  0.967053   0.0  0.978429
t991   0.188087   0.0     1.0  0.931354  0.967056   0.0  0.978431
t992   0.188098   0.0     1.0  0.931328  0.967059   0.0  0.978432
t993   0.188108   0.0     1.0  0.931302  0.967062   0.0  0.978434
t994   0.188119   0.0     1.0  0.931275  0.967065   0.0  0.978435
t995   0.188129   0.0     1.0  0.931249  0.967068   0.0  0.978437
t996   0.188139   0.0     1.0  0.931222  0.967071   0.0  0.978439
t997   0.188150   0.0     1.0  0.931196  0.967073   0.0  0.978440
t998   0.188160   0.0     1.0  0.931170  0.967076   0.0  0.978442
t999   0.188171   0.0     1.0  0.931143  0.967079   0.0  0.978443
t1000  0.188181   0.0     1.0  0.931117  0.967082   0.0  0.978445
t1001  0.188192   0.0     1.0  0.931091  0.967085   0.0  0.978446
t1002  0.188202   0.0     1.0  0.931064  0.967088   0.0  0.978448
t1003  0.188212   0.0     1.0  0.931038  0.967091   0.0  0.978449
t1004  0.188223   0.0     1.0  0.931012  0.967094   0.0  0.978451
t1005  0.188233   0.0     1.0  0.930985  0.967096   0.0  0.978452
t1006  0.188244   0.0     1.0  0.930959  0.967099   0.0  0.978454
t1007  0.188254   0.0     1.0  0.930933  0.967102   0.0  0.978455
t1008  0.188264   0.0     1.0  0.930906  0.967105   0.0  0.978457
t1009  0.188275   0.0     1.0  0.930880  0.967108   0.0  0.978458
t1010  0.188285   0.0     1.0  0.930854  0.967111   0.0  0.978460
t1011  0.188295   0.0     1.0  0.930827  0.967113   0.0  0.978462
t1012  0.188306   0.0     1.0  0.930801  0.967116   0.0  0.978463
t1013  0.188316   0.0     1.0  0.930775  0.967119   0.0  0.978465
t1014  0.188327   0.0     1.0  0.930748  0.967122   0.0  0.978466
t1015  0.188337   0.0     1.0  0.930722  0.967125   0.0  0.978468
t1016  0.188347   0.0     1.0  0.930696  0.967127   0.0  0.978469
t1017  0.188358   0.0     1.0  0.930670  0.967130   0.0  0.978471
t1018  0.188368   0.0     1.0  0.930643  0.967133   0.0  0.978472
t1019  0.188378   0.0     1.0  0.930617  0.967136   0.0  0.978474
t1020  0.188389   0.0     1.0  0.930591  0.967139   0.0  0.978475
t1021  0.188399   0.0     1.0  0.930564  0.967141   0.0  0.978477
t1022  0.188409   0.0     1.0  0.930538  0.967144   0.0  0.978478
t1023  0.188420   0.0     1.0  0.930512  0.967147   0.0  0.978480
t1024  0.188430   0.0     1.0  0.930486  0.967150   0.0  0.978481
t1025  0.188440   0.0     1.0  0.930459  0.967153   0.0  0.978483
t1026  0.188451   0.0     1.0  0.930433  0.967155   0.0  0.978484
t1027  0.188461   0.0     1.0  0.930407  0.967158   0.0  0.978486
t1028  0.188471   0.0     1.0  0.930381  0.967161   0.0  0.978487
t1029  0.188482   0.0     1.0  0.930354  0.967164   0.0  0.978489
t1030  0.188492   0.0     1.0  0.930328  0.967166   0.0  0.978490
t1031  0.188502   0.0     1.0  0.930302  0.967169   0.0  0.978492
t1032  0.188512   0.0     1.0  0.930276  0.967172   0.0  0.978493
t1033  0.188523   0.0     1.0  0.930250  0.967175   0.0  0.978495
t1034  0.188533   0.0     1.0  0.930223  0.967177   0.0  0.978496
t1035  0.188543   0.0     1.0  0.930197  0.967180   0.0  0.978498
t1036  0.188554   0.0     1.0  0.930171  0.967183   0.0  0.978499
t1037  0.188564   0.0     1.0  0.930145  0.967185   0.0  0.978501
t1038  0.188574   0.0     1.0  0.930119  0.967188   0.0  0.978502
t1039  0.188584   0.0     1.0  0.930092  0.967191   0.0  0.978504
t1040  0.188595   0.0     1.0  0.930066  0.967194   0.0  0.978505
t1041  0.188605   0.0     1.0  0.930040  0.967196   0.0  0.978507
t1042  0.188615   0.0     1.0  0.930014  0.967199   0.0  0.978508
t1043  0.188625   0.0     1.0  0.929988  0.967202   0.0  0.978510
t1044  0.188636   0.0     1.0  0.929962  0.967204   0.0  0.978511
t1045  0.188646   0.0     1.0  0.929935  0.967207   0.0  0.978513
t1046  0.188656   0.0     1.0  0.929909  0.967210   0.0  0.978514
t1047  0.188666   0.0     1.0  0.929883  0.967212   0.0  0.978516
t1048  0.188677   0.0     1.0  0.929857  0.967215   0.0  0.978517
t1049  0.188687   0.0     1.0  0.929831  0.967218   0.0  0.978519
t1050  0.188697   0.0     1.0  0.929805  0.967220   0.0  0.978520
t1051  0.188707   0.0     1.0  0.929779  0.967223   0.0  0.978522
t1052  0.188717   0.0     1.0  0.929752  0.967226   0.0  0.978523
t1053  0.188728   0.0     1.0  0.929726  0.967228   0.0  0.978525
t1054  0.188738   0.0     1.0  0.929700  0.967231   0.0  0.978526
t1055  0.188748   0.0     1.0  0.929674  0.967234   0.0  0.978528
t1056  0.188758   0.0     1.0  0.929648  0.967236   0.0  0.978529
t1057  0.188769   0.0     1.0  0.929622  0.967239   0.0  0.978531
t1058  0.188779   0.0     1.0  0.929596  0.967242   0.0  0.978532
t1059  0.188789   0.0     1.0  0.929570  0.967244   0.0  0.978534
t1060  0.188799   0.0     1.0  0.929544  0.967247   0.0  0.978535
t1061  0.188809   0.0     1.0  0.929517  0.967249   0.0  0.978537
t1062  0.188819   0.0     1.0  0.929491  0.967252   0.0  0.978538
t1063  0.188830   0.0     1.0  0.929465  0.967255   0.0  0.978540
t1064  0.188840   0.0     1.0  0.929439  0.967257   0.0  0.978541
t1065  0.188850   0.0     1.0  0.929413  0.967260   0.0  0.978543
t1066  0.188860   0.0     1.0  0.929387  0.967263   0.0  0.978544
t1067  0.188870   0.0     1.0  0.929361  0.967265   0.0  0.978546
t1068  0.188880   0.0     1.0  0.929335  0.967268   0.0  0.978547
t1069  0.188890   0.0     1.0  0.929309  0.967270   0.0  0.978549
t1070  0.188901   0.0     1.0  0.929283  0.967273   0.0  0.978550
t1071  0.188911   0.0     1.0  0.929257  0.967276   0.0  0.978552
t1072  0.188921   0.0     1.0  0.929231  0.967278   0.0  0.978553
t1073  0.188931   0.0     1.0  0.929205  0.967281   0.0  0.978555
t1074  0.188941   0.0     1.0  0.929179  0.967283   0.0  0.978556
t1075  0.188951   0.0     1.0  0.929153  0.967286   0.0  0.978557
t1076  0.188961   0.0     1.0  0.929127  0.967288   0.0  0.978559
t1077  0.188971   0.0     1.0  0.929101  0.967291   0.0  0.978560
t1078  0.188982   0.0     1.0  0.929075  0.967294   0.0  0.978562
t1079  0.188992   0.0     1.0  0.929049  0.967296   0.0  0.978563
t1080  0.189002   0.0     1.0  0.929023  0.967299   0.0  0.978565
t1081  0.189012   0.0     1.0  0.928997  0.967301   0.0  0.978566
t1082  0.189022   0.0     1.0  0.928971  0.967304   0.0  0.978568
t1083  0.189032   0.0     1.0  0.928945  0.967306   0.0  0.978569
t1084  0.189042   0.0     1.0  0.928919  0.967309   0.0  0.978571
t1085  0.189052   0.0     1.0  0.928893  0.967311   0.0  0.978572
t1086  0.189062   0.0     1.0  0.928867  0.967314   0.0  0.978574
t1087  0.189072   0.0     1.0  0.928841  0.967316   0.0  0.978575
t1088  0.189082   0.0     1.0  0.928815  0.967319   0.0  0.978577
t1089  0.189092   0.0     1.0  0.928789  0.967321   0.0  0.978578
t1090  0.189102   0.0     1.0  0.928763  0.967324   0.0  0.978579
t1091  0.189113   0.0     1.0  0.928737  0.967326   0.0  0.978581
t1092  0.189123   0.0     1.0  0.928711  0.967329   0.0  0.978582
t1093  0.189133   0.0     1.0  0.928686  0.967331   0.0  0.978584
t1094  0.189143   0.0     1.0  0.928660  0.967334   0.0  0.978585
t1095  0.189153   0.0     1.0  0.928634  0.967336   0.0  0.978587
t1096  0.189163   0.0     1.0  0.928608  0.967339   0.0  0.978588
t1097  0.189173   0.0     1.0  0.928582  0.967341   0.0  0.978590
t1098  0.189183   0.0     1.0  0.928556  0.967344   0.0  0.978591
t1099  0.189193   0.0     1.0  0.928530  0.967346   0.0  0.978593
t1100  0.189203   0.0     1.0  0.928504  0.967349   0.0  0.978594
t1101  0.189213   0.0     1.0  0.928478  0.967351   0.0  0.978595
t1102  0.189223   0.0     1.0  0.928453  0.967354   0.0  0.978597
t1103  0.189233   0.0     1.0  0.928427  0.967356   0.0  0.978598
t1104  0.189243   0.0     1.0  0.928401  0.967359   0.0  0.978600
t1105  0.189253   0.0     1.0  0.928375  0.967361   0.0  0.978601
t1106  0.189263   0.0     1.0  0.928349  0.967364   0.0  0.978603
t1107  0.189273   0.0     1.0  0.928323  0.967366   0.0  0.978604
t1108  0.189283   0.0     1.0  0.928297  0.967369   0.0  0.978606
t1109  0.189293   0.0     1.0  0.928272  0.967371   0.0  0.978607
t1110  0.189303   0.0     1.0  0.928246  0.967374   0.0  0.978608
t1111  0.189313   0.0     1.0  0.928220  0.967376   0.0  0.978610
t1112  0.189323   0.0     1.0  0.928194  0.967378   0.0  0.978611
t1113  0.189333   0.0     1.0  0.928168  0.967381   0.0  0.978613
t1114  0.189342   0.0     1.0  0.928143  0.967383   0.0  0.978614
t1115  0.189352   0.0     1.0  0.928117  0.967386   0.0  0.978616
t1116  0.189362   0.0     1.0  0.928091  0.967388   0.0  0.978617
t1117  0.189372   0.0     1.0  0.928065  0.967391   0.0  0.978618
t1118  0.189382   0.0     1.0  0.928039  0.967393   0.0  0.978620
t1119  0.189392   0.0     1.0  0.928014  0.967395   0.0  0.978621
t1120  0.189402   0.0     1.0  0.927988  0.967398   0.0  0.978623
t1121  0.189412   0.0     1.0  0.927962  0.967400   0.0  0.978624
t1122  0.189422   0.0     1.0  0.927936  0.967403   0.0  0.978626
t1123  0.189432   0.0     1.0  0.927911  0.967405   0.0  0.978627
t1124  0.189442   0.0     1.0  0.927885  0.967407   0.0  0.978628
t1125  0.189452   0.0     1.0  0.927859  0.967410   0.0  0.978630
t1126  0.189462   0.0     1.0  0.927833  0.967412   0.0  0.978631
t1127  0.189471   0.0     1.0  0.927808  0.967415   0.0  0.978633
t1128  0.189481   0.0     1.0  0.927782  0.967417   0.0  0.978634
t1129  0.189491   0.0     1.0  0.927756  0.967419   0.0  0.978636
t1130  0.189501   0.0     1.0  0.927730  0.967422   0.0  0.978637
t1131  0.189511   0.0     1.0  0.927705  0.967424   0.0  0.978638
t1132  0.189521   0.0     1.0  0.927679  0.967427   0.0  0.978640
t1133  0.189531   0.0     1.0  0.927653  0.967429   0.0  0.978641
t1134  0.189541   0.0     1.0  0.927628  0.967431   0.0  0.978643
t1135  0.189550   0.0     1.0  0.927602  0.967434   0.0  0.978644
t1136  0.189560   0.0     1.0  0.927576  0.967436   0.0  0.978645
t1137  0.189570   0.0     1.0  0.927551  0.967438   0.0  0.978647
t1138  0.189580   0.0     1.0  0.927525  0.967441   0.0  0.978648
t1139  0.189590   0.0     1.0  0.927499  0.967443   0.0  0.978650
t1140  0.189600   0.0     1.0  0.927474  0.967445   0.0  0.978651
t1141  0.189609   0.0     1.0  0.927448  0.967448   0.0  0.978653
t1142  0.189619   0.0     1.0  0.927422  0.967450   0.0  0.978654
t1143  0.189629   0.0     1.0  0.927397  0.967452   0.0  0.978655
t1144  0.189639   0.0     1.0  0.927371  0.967455   0.0  0.978657
t1145  0.189649   0.0     1.0  0.927345  0.967457   0.0  0.978658
t1146  0.189659   0.0     1.0  0.927320  0.967459   0.0  0.978660
t1147  0.189668   0.0     1.0  0.927294  0.967462   0.0  0.978661
t1148  0.189678   0.0     1.0  0.927269  0.967464   0.0  0.978662
t1149  0.189688   0.0     1.0  0.927243  0.967466   0.0  0.978664
t1150  0.189698   0.0     1.0  0.927217  0.967469   0.0  0.978665
t1151  0.189707   0.0     1.0  0.927192  0.967471   0.0  0.978667
t1152  0.189717   0.0     1.0  0.927166  0.967473   0.0  0.978668
t1153  0.189727   0.0     1.0  0.927141  0.967476   0.0  0.978669
t1154  0.189737   0.0     1.0  0.927115  0.967478   0.0  0.978671
t1155  0.189747   0.0     1.0  0.927089  0.967480   0.0  0.978672
t1156  0.189756   0.0     1.0  0.927064  0.967482   0.0  0.978674
t1157  0.189766   0.0     1.0  0.927038  0.967485   0.0  0.978675
t1158  0.189776   0.0     1.0  0.927013  0.967487   0.0  0.978676
t1159  0.189786   0.0     1.0  0.926987  0.967489   0.0  0.978678
t1160  0.189795   0.0     1.0  0.926962  0.967492   0.0  0.978679
t1161  0.189805   0.0     1.0  0.926936  0.967494   0.0  0.978681
t1162  0.189815   0.0     1.0  0.926911  0.967496   0.0  0.978682
t1163  0.189825   0.0     1.0  0.926885  0.967498   0.0  0.978683
t1164  0.189834   0.0     1.0  0.926860  0.967501   0.0  0.978685
t1165  0.189844   0.0     1.0  0.926834  0.967503   0.0  0.978686
t1166  0.189854   0.0     1.0  0.926809  0.967505   0.0  0.978688
t1167  0.189863   0.0     1.0  0.926783  0.967508   0.0  0.978689
t1168  0.189873   0.0     1.0  0.926758  0.967510   0.0  0.978690
t1169  0.189883   0.0     1.0  0.926732  0.967512   0.0  0.978692
t1170  0.189893   0.0     1.0  0.926707  0.967514   0.0  0.978693
t1171  0.189902   0.0     1.0  0.926681  0.967517   0.0  0.978695
t1172  0.189912   0.0     1.0  0.926656  0.967519   0.0  0.978696
t1173  0.189922   0.0     1.0  0.926630  0.967521   0.0  0.978697
t1174  0.189931   0.0     1.0  0.926605  0.967523   0.0  0.978699
t1175  0.189941   0.0     1.0  0.926579  0.967525   0.0  0.978700
t1176  0.189951   0.0     1.0  0.926554  0.967528   0.0  0.978701
t1177  0.189960   0.0     1.0  0.926528  0.967530   0.0  0.978703
